Date,Close,Volume,Open,High,Low
4/17/20,"$2,375 ",7930010,"$2,372.33 ","$2,400 ","$2,316.02 "
4/16/20,"$2,408.19 ",12038200,"$2,346 ","$2,461.00 ","$2,335 "
4/15/20,"$2,307.68 ",6866567,"$2,257.68 ","$2,333.37 ","$2,245 "
4/14/20,"$2,283.32 ",8087193,"$2,200.47 ","$2,292 ","$2,186.21 "
4/13/20,"$2,168.87 ",6716709,"$2,040 ","$2,180 ","$2,038 "
4/9/20,"$2,042.76 ",4655617,"$2,044.30 ","$2,053 ","$2,017.66 "
4/8/20,"$2,043 ",3977313,"$2,021 ","$2,044 ","$2,011.15 "
4/7/20,"$2,011.60 ",5113983,"$2,017.11 ","$2,035.72 ","$1,997.62 "
4/6/20,"$1,997.59 ",5773181,"$1,936 ","$1,998.52 ","$1,930.02 "
4/3/20,"$1,906.59 ",3609870,"$1,911.15 ","$1,926.33 ","$1,889.15 "
4/2/20,"$1,918.83 ",4335985,"$1,901.64 ","$1,927.53 ","$1,890 "
4/1/20,"$1,907.70 ",4121875,"$1,932.97 ","$1,944.96 ","$1,893 "
3/31/20,"$1,949.72 ",5123626,"$1,964.35 ","$1,993.02 ","$1,944.01 "
3/30/20,"$1,963.95 ",6126087,"$1,922.83 ","$1,973.63 ","$1,912.34 "
3/27/20,"$1,900.10 ",5387897,"$1,930.86 ","$1,939.79 ","$1,899.92 "
3/26/20,"$1,955.49 ",6235118,"$1,902 ","$1,956.49 ","$1,889.29 "
3/25/20,"$1,885.84 ",6479073,"$1,920.69 ","$1,950.26 ","$1,885.78 "
3/24/20,"$1,940.10 ",7147080,"$1,951.50 ","$1,955 ","$1,900.34 "
3/23/20,"$1,902.83 ",7808489,"$1,827.75 ","$1,919.40 ","$1,812 "
3/20/20,"$1,846.09 ",9817850,"$1,926.31 ","$1,957 ","$1,820.73 "
3/19/20,"$1,880.93 ",10399940,"$1,860 ","$1,945 ","$1,832.65 "
3/18/20,"$1,830 ",9645218,"$1,750 ","$1,841.66 ","$1,745 "
3/17/20,"$1,807.84 ",10917130,"$1,775.47 ","$1,857.78 ","$1,689.24 "
3/16/20,"$1,689.15 ",8917265,"$1,641.51 ","$1,759.45 ","$1,626.03 "
3/13/20,"$1,785 ",8809725,"$1,755 ","$1,786.31 ","$1,680.62 "
3/12/20,"$1,676.61 ",11346210,"$1,721.98 ","$1,765 ","$1,675 "
3/11/20,"$1,820.86 ",5646831,"$1,857.85 ","$1,871.32 ","$1,801.50 "
3/10/20,"$1,891.82 ",7133310,"$1,870.88 ","$1,894.27 ","$1,818.17 "
3/9/20,"$1,800.61 ",7813232,"$1,773.86 ","$1,862.77 ","$1,761.29 "
3/6/20,"$1,901.09 ",5273580,"$1,875 ","$1,910.87 ","$1,869.50 "
3/5/20,"$1,924.03 ",4748210,"$1,933 ","$1,960.72 ","$1,910 "
3/4/20,"$1,975.83 ",4772919,"$1,946.57 ","$1,978 ","$1,922 "
3/3/20,"$1,908.99 ",7534491,"$1,975.37 ","$1,996.33 ","$1,888.09 "
3/2/20,"$1,953.95 ",6761651,"$1,906.49 ","$1,954.51 ","$1,870 "
2/28/20,"$1,883.75 ",9493797,"$1,814.63 ","$1,889.76 ","$1,811.13 "
2/27/20,"$1,884.30 ",8143993,"$1,934.38 ","$1,975 ","$1,882.76 "
2/26/20,"$1,979.59 ",5240402,"$1,970.28 ","$2,014.67 ","$1,960.45 "
2/25/20,"$1,972.74 ",6219094,"$2,026.42 ","$2,034.60 ","$1,958.42 "
2/24/20,"$2,009.29 ",6546997,"$2,003.18 ","$2,039.30 ","$1,987.97 "
2/21/20,"$2,095.97 ",4650740,"$2,142.15 ","$2,144.55 ","$2,088 "
2/20/20,"$2,153.10 ",3131342,"$2,173.07 ","$2,176.79 ","$2,127.45 "
2/19/20,"$2,170.22 ",2561165,"$2,167.80 ","$2,185.10 ","$2,161.12 "
2/18/20,"$2,155.67 ",2951070,"$2,125.02 ","$2,166.07 ","$2,124.11 "
2/14/20,"$2,134.87 ",2606169,"$2,155.68 ","$2,159.04 ","$2,125.89 "
2/13/20,"$2,149.87 ",3031791,"$2,144.99 ","$2,170.28 ","$2,142 "
2/12/20,"$2,160 ",3334264,"$2,163.20 ","$2,180.25 ","$2,155.29 "
2/11/20,"$2,150.80 ",5746011,"$2,150.90 ","$2,185.95 ","$2,136 "
2/10/20,"$2,133.91 ",5056235,"$2,085.01 ","$2,135.60 ","$2,084.96 "
2/7/20,"$2,079.28 ",5095347,"$2,041.99 ","$2,098.53 ","$2,038.10 "
2/6/20,"$2,050.23 ",3182954,"$2,041.02 ","$2,056.30 ","$2,024.80 "
2/5/20,"$2,039.87 ",4376174,"$2,071.02 ","$2,071.02 ","$2,032 "
2/4/20,"$2,049.67 ",5289338,"$2,029.88 ","$2,059.80 ","$2,015.37 "
2/3/20,"$2,004.20 ",5899094,"$2,010.60 ","$2,048.50 ","$2,000.25 "
1/31/20,"$2,008.72 ",15567280,"$2,051.47 ","$2,055.72 ","$2,002.27 "
1/30/20,"$1,870.68 ",6327438,"$1,858 ","$1,872.87 ","$1,850.61 "
1/29/20,"$1,858 ",2101390,"$1,864 ","$1,874.75 ","$1,855.02 "
1/28/20,"$1,853.25 ",2808040,"$1,840.50 ","$1,858.11 ","$1,830.02 "
1/27/20,"$1,828.34 ",3528509,"$1,820 ","$1,841 ","$1,815.34 "
1/24/20,"$1,861.64 ",3766181,"$1,891.37 ","$1,894.99 ","$1,847.44 "
1/23/20,"$1,884.58 ",2484613,"$1,885.11 ","$1,889.98 ","$1,872.76 "
1/22/20,"$1,887.46 ",3216257,"$1,896.09 ","$1,902.50 ","$1,883.34 "
1/21/20,"$1,892 ",3707785,"$1,865 ","$1,894.27 ","$1,860 "
1/17/20,"$1,864.72 ",3997340,"$1,885.89 ","$1,886.64 ","$1,857.25 "
1/16/20,"$1,877.94 ",2659493,"$1,882.99 ","$1,885.59 ","$1,866.02 "
1/15/20,"$1,862.02 ",2896592,"$1,872.25 ","$1,878.86 ","$1,855.09 "
1/14/20,"$1,869.44 ",3446381,"$1,885.88 ","$1,887.11 ","$1,858.55 "
1/13/20,"$1,891.30 ",2785844,"$1,891.31 ","$1,898 ","$1,880.80 "
1/10/20,"$1,883.16 ",2856959,"$1,905.37 ","$1,906.94 ","$1,880 "
1/9/20,"$1,901.05 ",3174962,"$1,909.89 ","$1,917.82 ","$1,895.80 "
1/8/20,"$1,891.97 ",3511966,"$1,898.04 ","$1,911.00 ","$1,886.44 "
1/7/20,"$1,906.86 ",4134010,"$1,904.50 ","$1,913.89 ","$1,892.04 "
1/6/20,"$1,902.88 ",4065698,"$1,860 ","$1,903.69 ","$1,860 "
1/3/20,"$1,874.97 ",3766604,"$1,864.50 ","$1,886.20 ","$1,864.50 "
1/2/20,"$1,898.01 ",4035910,"$1,875 ","$1,898.01 ","$1,864.15 "
12/31/19,"$1,847.84 ",2510380,"$1,842 ","$1,853.26 ","$1,832.23 "
12/30/19,"$1,846.89 ",3677306,"$1,874 ","$1,884 ","$1,840.62 "
12/27/19,"$1,869.80 ",6188754,"$1,882.92 ","$1,901.40 ","$1,866.01 "
12/26/19,"$1,868.77 ",6024608,"$1,801.01 ","$1,870.46 ","$1,799.50 "
12/24/19,"$1,789.21 ",881337,"$1,793.81 ","$1,795.57 ","$1,787.58 "
12/23/19,"$1,793 ",2137493,"$1,788.26 ","$1,793 ","$1,784.51 "
12/20/19,"$1,786.50 ",5152460,"$1,799.62 ","$1,802.97 ","$1,782.45 "
12/19/19,"$1,792.28 ",2738320,"$1,780.50 ","$1,792.99 ","$1,774.06 "
12/18/19,"$1,784.03 ",3354137,"$1,795.02 ","$1,798.20 ","$1,782.36 "
12/17/19,"$1,790.66 ",3646697,"$1,778.01 ","$1,792 ","$1,777.39 "
12/16/19,"$1,769.21 ",3149345,"$1,767 ","$1,769.50 ","$1,757.05 "
12/13/19,"$1,760.94 ",2747909,"$1,765 ","$1,768.99 ","$1,755 "
12/12/19,"$1,760.33 ",3103949,"$1,750 ","$1,764 ","$1,745.44 "
12/11/19,"$1,748.72 ",2101318,"$1,741.67 ","$1,750 ","$1,735.71 "
12/10/19,"$1,739.21 ",2515644,"$1,747.40 ","$1,750.67 ","$1,735 "
12/9/19,"$1,749.51 ",2502489,"$1,750.66 ","$1,766.89 ","$1,745.61 "
12/6/19,"$1,751.60 ",3119979,"$1,751.20 ","$1,754.40 ","$1,740.13 "
12/5/19,"$1,740.48 ",2827852,"$1,763.50 ","$1,763.50 ","$1,740 "
12/4/19,"$1,760.69 ",2680700,"$1,774.01 ","$1,789.09 ","$1,760.22 "
12/3/19,"$1,769.96 ",3529582,"$1,760 ","$1,772.87 ","$1,747.23 "
12/2/19,"$1,781.60 ",3931750,"$1,804.40 ","$1,805.55 ","$1,762.68 "
11/29/19,"$1,800.80 ",1923440,"$1,817.78 ","$1,824.69 ","$1,800.79 "
11/27/19,"$1,818.51 ",3035846,"$1,801 ","$1,824.50 ","$1,797.31 "
11/26/19,"$1,796.94 ",3190428,"$1,779.92 ","$1,797.03 ","$1,778.35 "
11/25/19,"$1,773.84 ",3489467,"$1,753.25 ","$1,777.42 ","$1,753.24 "
11/22/19,"$1,745.72 ",2479081,"$1,739.02 ","$1,746.43 ","$1,731 "
11/21/19,"$1,734.71 ",2662938,"$1,743 ","$1,746.87 ","$1,730.36 "
11/20/19,"$1,745.53 ",2793759,"$1,749.14 ","$1,762.52 ","$1,734.12 "
11/19/19,"$1,752.79 ",2274535,"$1,756.99 ","$1,760.68 ","$1,743.03 "
11/18/19,"$1,752.53 ",2841907,"$1,738.30 ","$1,753.70 ","$1,722.71 "
11/15/19,"$1,739.49 ",3931141,"$1,760.05 ","$1,761.68 ","$1,732.86 "
11/14/19,"$1,754.60 ",2269417,"$1,751.43 ","$1,766.59 ","$1,749.56 "
11/13/19,"$1,753.11 ",2926892,"$1,773.39 ","$1,775 ","$1,747.32 "
11/12/19,"$1,778 ",2038925,"$1,774.66 ","$1,786.22 ","$1,771.91 "
11/11/19,"$1,771.65 ",1947810,"$1,778 ","$1,780 ","$1,767.13 "
11/8/19,"$1,785.88 ",2126198,"$1,787.89 ","$1,789.88 ","$1,774.04 "
11/7/19,"$1,788.20 ",2651086,"$1,803.76 ","$1,805.90 ","$1,783.48 "
11/6/19,"$1,795.77 ",2029783,"$1,801 ","$1,802.50 ","$1,788.58 "
11/5/19,"$1,801.71 ",1885543,"$1,809.16 ","$1,810.25 ","$1,794 "
11/4/19,"$1,804.66 ",2771922,"$1,801.01 ","$1,815.06 ","$1,801.01 "
11/1/19,"$1,791.44 ",2790354,"$1,788.01 ","$1,797.45 ","$1,785.21 "
10/31/19,"$1,776.66 ",2781185,"$1,775.99 ","$1,792 ","$1,771.48 "
10/30/19,"$1,779.99 ",2449405,"$1,760.24 ","$1,782.38 ","$1,759.12 "
10/29/19,"$1,762.71 ",2276855,"$1,774.81 ","$1,777 ","$1,755.81 "
10/28/19,"$1,777.08 ",3708851,"$1,748.06 ","$1,778.70 ","$1,742.50 "
10/25/19,"$1,761.33 ",9626402,"$1,697.55 ","$1,764.21 ","$1,695 "
10/24/19,"$1,780.78 ",5204350,"$1,771.09 ","$1,788.34 ","$1,760.27 "
10/23/19,"$1,762.17 ",2190380,"$1,761.30 ","$1,770.05 ","$1,742 "
10/22/19,"$1,765.73 ",2234425,"$1,788.15 ","$1,789.78 ","$1,762 "
10/21/19,"$1,785.66 ",2224902,"$1,769.66 ","$1,785.88 ","$1,765 "
10/18/19,"$1,757.51 ",3366091,"$1,787.80 ","$1,793.98 ","$1,749.20 "
10/17/19,"$1,787.48 ",2713773,"$1,796.49 ","$1,798.85 ","$1,782.02 "
10/16/19,"$1,777.43 ",2804068,"$1,773.33 ","$1,786.24 ","$1,770.52 "
10/15/19,"$1,767.38 ",3129244,"$1,742.14 ","$1,776.45 ","$1,740.62 "
10/14/19,"$1,736.43 ",1928898,"$1,728.91 ","$1,741.89 ","$1,722 "
10/11/19,"$1,731.92 ",3279534,"$1,742.92 ","$1,745.45 ","$1,729.86 "
10/10/19,"$1,720.26 ",2721531,"$1,725.24 ","$1,738.29 ","$1,713.75 "
10/9/19,"$1,721.99 ",2089335,"$1,719.61 ","$1,729.95 ","$1,714.36 "
10/8/19,"$1,705.51 ",2626840,"$1,722.49 ","$1,727 ","$1,705 "
10/7/19,"$1,732.66 ",2187598,"$1,731.63 ","$1,747.83 ","$1,723.70 "
10/4/19,"$1,739.65 ",2489277,"$1,726.02 ","$1,740.58 ","$1,719.23 "
10/3/19,"$1,724.42 ",3624371,"$1,713 ","$1,725 ","$1,685.06 "
10/2/19,"$1,713.23 ",3338476,"$1,727.74 ","$1,728.89 ","$1,705 "
10/1/19,"$1,735.65 ",3170460,"$1,746 ","$1,755.60 ","$1,728.41 "
9/30/19,"$1,735.91 ",2760768,"$1,726.99 ","$1,737.46 ","$1,709.22 "
9/27/19,"$1,725.45 ",3948029,"$1,748 ","$1,749.12 ","$1,713.82 "
9/26/19,"$1,739.84 ",3571952,"$1,762.79 ","$1,763.37 ","$1,731.50 "
9/25/19,"$1,768.33 ",3531098,"$1,747.36 ","$1,773 ","$1,723 "
9/24/19,"$1,741.61 ",4637901,"$1,790.61 ","$1,795.71 ","$1,735.55 "
9/23/19,"$1,785.30 ",3139142,"$1,777 ","$1,792.70 ","$1,767.32 "
9/20/19,"$1,794.16 ",5555839,"$1,821.71 ","$1,830.63 ","$1,780.92 "
9/19/19,"$1,821.50 ",2078335,"$1,821.02 ","$1,832.57 ","$1,817.90 "
9/18/19,"$1,817.46 ",2536012,"$1,817.04 ","$1,822.06 ","$1,795.50 "
9/17/19,"$1,822.55 ",2033058,"$1,807.08 ","$1,823.99 ","$1,804.10 "
9/16/19,"$1,807.84 ",3675473,"$1,824.02 ","$1,825.69 ","$1,800.20 "
9/13/19,"$1,839.34 ",1971317,"$1,842.01 ","$1,846.12 ","$1,835.17 "
9/12/19,"$1,843.55 ",2823505,"$1,837.63 ","$1,853.66 ","$1,834.28 "
9/11/19,"$1,822.99 ",2432767,"$1,812.14 ","$1,833.42 ","$1,809.08 "
9/10/19,"$1,820.55 ",2613879,"$1,822.75 ","$1,825.81 ","$1,805.34 "
9/9/19,"$1,831.35 ",2999515,"$1,841 ","$1,850 ","$1,824.61 "
9/6/19,"$1,833.51 ",2496933,"$1,838.22 ","$1,840.65 ","$1,826.40 "
9/5/19,"$1,840.72 ",3325189,"$1,821.95 ","$1,842 ","$1,815.58 "
9/4/19,"$1,800.62 ",2326228,"$1,805 ","$1,807.63 ","$1,796.23 "
9/3/19,"$1,789.84 ",3546859,"$1,770 ","$1,800.80 ","$1,768 "
8/30/19,"$1,776.29 ",3064147,"$1,797.49 ","$1,799.74 ","$1,764.57 "
8/29/19,"$1,786.40 ",3018012,"$1,783 ","$1,798.55 ","$1,777.25 "
8/28/19,"$1,764.25 ",2421893,"$1,755 ","$1,767.86 ","$1,744.05 "
8/27/19,"$1,761.83 ",3027245,"$1,775.73 ","$1,779.40 ","$1,746.68 "
8/26/19,"$1,768.87 ",3085320,"$1,766.91 ","$1,770 ","$1,743.51 "
8/23/19,"$1,749.62 ",5277898,"$1,793.03 ","$1,804.90 ","$1,745.23 "
8/22/19,"$1,805.60 ",2658388,"$1,828 ","$1,829.41 ","$1,800.10 "
8/21/19,"$1,823.54 ",2039231,"$1,819.39 ","$1,829.58 ","$1,815 "
8/20/19,"$1,801.38 ",1932835,"$1,814.50 ","$1,816.82 ","$1,799.88 "
8/19/19,"$1,816.12 ",2820303,"$1,818.08 ","$1,826 ","$1,812.61 "
8/16/19,"$1,792.57 ",3054240,"$1,792.89 ","$1,802.91 ","$1,784.55 "
8/15/19,"$1,776.12 ",3809948,"$1,781.99 ","$1,788 ","$1,761.96 "
8/14/19,"$1,762.96 ",4893649,"$1,793.01 ","$1,795.65 ","$1,757.22 "
8/13/19,"$1,824.34 ",4075021,"$1,783 ","$1,831.74 ","$1,780 "
8/12/19,"$1,784.92 ",2905498,"$1,795.99 ","$1,800.98 ","$1,777 "
8/9/19,"$1,807.58 ",2879770,"$1,828.95 ","$1,831.09 ","$1,802.22 "
8/8/19,"$1,832.89 ",3701242,"$1,806 ","$1,834.26 ","$1,798.11 "
8/7/19,"$1,793.40 ",4526884,"$1,773.99 ","$1,798.93 ","$1,757 "
8/6/19,"$1,787.83 ",5070258,"$1,792.23 ","$1,793.77 ","$1,753.40 "
8/5/19,"$1,765.13 ",6058212,"$1,770.22 ","$1,788.67 ","$1,748.78 "
8/2/19,"$1,823.24 ",4956225,"$1,845.07 ","$1,846.36 ","$1,808.02 "
8/1/19,"$1,855.32 ",4713311,"$1,871.72 ","$1,897.92 ","$1,844.01 "
7/31/19,"$1,866.78 ",4470727,"$1,898.11 ","$1,899.55 ","$1,849.44 "
7/30/19,"$1,898.53 ",2910888,"$1,891.12 ","$1,909.89 ","$1,883.48 "
7/29/19,"$1,912.45 ",4493190,"$1,930 ","$1,932.23 ","$1,890.54 "
7/26/19,"$1,943.05 ",4927143,"$1,942 ","$1,950.90 ","$1,924.51 "
7/25/19,"$1,973.82 ",4136461,"$2,001 ","$2,001.20 ","$1,972.72 "
7/24/19,"$2,000.81 ",2631300,"$1,969.30 ","$2,001.30 ","$1,965.87 "
7/23/19,"$1,994.49 ",2703480,"$1,995.99 ","$1,997.79 ","$1,973.13 "
7/22/19,"$1,985.63 ",2908111,"$1,971.14 ","$1,989 ","$1,958.26 "
7/19/19,"$1,964.52 ",3185612,"$1,991.21 ","$1,996 ","$1,962.23 "
7/18/19,"$1,977.90 ",3504252,"$1,980.01 ","$1,987.50 ","$1,951.55 "
7/17/19,"$1,992.03 ",2558809,"$2,007.05 ","$2,012 ","$1,992.03 "
7/16/19,"$2,009.90 ",2618198,"$2,010.58 ","$2,026.32 ","$2,001.22 "
7/15/19,"$2,020.99 ",2981343,"$2,021.40 ","$2,022.90 ","$2,001.55 "
7/12/19,"$2,011 ",2509297,"$2,008.27 ","$2,017 ","$2,003.87 "
7/11/19,"$2,001.07 ",4317766,"$2,025.62 ","$2,035.80 ","$1,995.30 "
7/10/19,"$2,017.41 ",4931902,"$1,996.51 ","$2,024.94 ","$1,995.40 "
7/9/19,"$1,988.30 ",4345698,"$1,947.80 ","$1,990.01 ","$1,943.48 "
7/8/19,"$1,952.32 ",2883371,"$1,934.12 ","$1,956 ","$1,928.25 "
7/5/19,"$1,942.91 ",2628359,"$1,928.60 ","$1,945.90 ","$1,925.30 "
7/3/19,"$1,939 ",1690294,"$1,935.89 ","$1,941.59 ","$1,930.50 "
7/2/19,"$1,934.31 ",2651299,"$1,919.38 ","$1,934.79 ","$1,906.63 "
7/1/19,"$1,922.19 ",3203347,"$1,922.98 ","$1,929.82 ","$1,914.66 "
6/28/19,"$1,893.63 ",3037358,"$1,909.10 ","$1,912.94 ","$1,884 "
6/27/19,"$1,904.28 ",2141721,"$1,902 ","$1,911.24 ","$1,898.04 "
6/26/19,"$1,897.83 ",2441910,"$1,892.48 ","$1,903.80 ","$1,887.32 "
6/25/19,"$1,878.27 ",3012347,"$1,911.84 ","$1,916.39 ","$1,872.42 "
6/24/19,"$1,913.90 ",2282969,"$1,912.66 ","$1,916.86 ","$1,901.30 "
6/21/19,"$1,911.30 ",3933576,"$1,916.10 ","$1,925.95 ","$1,907.58 "
6/20/19,"$1,918.19 ",3217153,"$1,933.33 ","$1,935.20 ","$1,905.80 "
6/19/19,"$1,908.79 ",2895347,"$1,907.84 ","$1,919.58 ","$1,892.47 "
6/18/19,"$1,901.37 ",3895728,"$1,901.35 ","$1,921.67 ","$1,899.79 "
6/17/19,"$1,886.03 ",2634342,"$1,876.50 ","$1,895.69 ","$1,875.45 "
6/14/19,"$1,869.67 ",2851163,"$1,864 ","$1,876 ","$1,859 "
6/13/19,"$1,870.30 ",2795810,"$1,866.72 ","$1,883.09 ","$1,862.22 "
6/12/19,"$1,855.32 ",2678335,"$1,853.98 ","$1,865 ","$1,844.38 "
6/11/19,"$1,863.70 ",4042694,"$1,883.25 ","$1,893.70 ","$1,858 "
6/10/19,"$1,860.63 ",5371007,"$1,822 ","$1,884.87 ","$1,818 "
6/7/19,"$1,804.03 ",4808246,"$1,763.70 ","$1,806.25 ","$1,759.49 "
6/6/19,"$1,754.36 ",3689272,"$1,737.71 ","$1,760 ","$1,726.13 "
6/5/19,"$1,738.50 ",4239782,"$1,749.60 ","$1,752 ","$1,715.25 "
6/4/19,"$1,729.56 ",5679121,"$1,699.24 ","$1,730.82 ","$1,680.89 "
6/3/19,"$1,692.69 ",9098708,"$1,760.01 ","$1,766.29 ","$1,672 "
5/31/19,"$1,775.07 ",4618819,"$1,790.01 ","$1,795.59 ","$1,772.70 "
5/30/19,"$1,816.32 ",3146850,"$1,825.49 ","$1,829.47 ","$1,807.83 "
5/29/19,"$1,819.19 ",4279025,"$1,823.12 ","$1,830 ","$1,807.53 "
5/28/19,"$1,836.43 ",3199965,"$1,832.75 ","$1,849.27 ","$1,827.35 "
5/24/19,"$1,823.28 ",3369673,"$1,835.89 ","$1,841.76 ","$1,817.85 "
5/23/19,"$1,815.48 ",4424265,"$1,836.59 ","$1,844 ","$1,804.20 "
5/22/19,"$1,859.68 ",2936601,"$1,851.78 ","$1,871.49 ","$1,851 "
5/21/19,"$1,857.52 ",4005122,"$1,874.79 ","$1,879.00 ","$1,846 "
5/20/19,"$1,858.97 ",3798198,"$1,852.69 ","$1,867.78 ","$1,835.54 "
5/17/19,"$1,869 ",4736618,"$1,893.05 ","$1,910.53 ","$1,867.33 "
5/16/19,"$1,907.57 ",4707822,"$1,885.94 ","$1,917.51 ","$1,882.29 "
5/15/19,"$1,871.15 ",4692642,"$1,827.95 ","$1,874.43 ","$1,823 "
5/14/19,"$1,840.12 ",4629107,"$1,839.50 ","$1,852.44 ","$1,815.75 "
5/13/19,"$1,822.68 ",5783410,"$1,836.56 ","$1,846.54 ","$1,818 "
5/10/19,"$1,889.98 ",5717994,"$1,898 ","$1,903.79 ","$1,856 "
5/9/19,"$1,899.87 ",5308263,"$1,900 ","$1,909.40 ","$1,876 "
5/8/19,"$1,917.77 ",4078568,"$1,918.87 ","$1,935.37 ","$1,910 "
5/7/19,"$1,921 ",5902134,"$1,939.99 ","$1,949.10 ","$1,903.38 "
5/6/19,"$1,950.55 ",5417841,"$1,917.98 ","$1,959 ","$1,910.50 "
5/3/19,"$1,962.46 ",6381564,"$1,949 ","$1,964.40 ","$1,936 "
5/2/19,"$1,900.82 ",3962915,"$1,913.33 ","$1,921.55 ","$1,881.87 "
5/1/19,"$1,911.52 ",3116964,"$1,933.09 ","$1,943.64 ","$1,910.55 "
4/30/19,"$1,926.52 ",3492929,"$1,930.10 ","$1,935.71 ","$1,906.95 "
4/29/19,"$1,938.43 ",4000052,"$1,949 ","$1,956.34 ","$1,934.09 "
4/26/19,"$1,950.63 ",8396605,"$1,929 ","$1,951 ","$1,898 "
4/25/19,"$1,902.25 ",5625972,"$1,917.00 ","$1,922.45 ","$1,900.31 "
4/24/19,"$1,901.75 ",3618382,"$1,925 ","$1,929.69 ","$1,898.16 "
4/23/19,"$1,923.77 ",4632169,"$1,891.20 ","$1,929.26 ","$1,889.58 "
4/22/19,"$1,887.31 ",3361162,"$1,855.40 ","$1,888.42 ","$1,845.64 "
4/18/19,"$1,861.69 ",2745002,"$1,868.79 ","$1,870.82 ","$1,859.48 "
4/17/19,"$1,864.82 ",2838130,"$1,872.99 ","$1,876.47 ","$1,860.44 "
4/16/19,"$1,863.04 ",3036907,"$1,851.35 ","$1,869.77 ","$1,848 "
4/15/19,"$1,844.87 ",3710653,"$1,842 ","$1,846.85 ","$1,818.90 "
4/12/19,"$1,843.06 ",3090899,"$1,848.40 ","$1,851.50 ","$1,841.30 "
4/11/19,"$1,844.07 ",2623197,"$1,848.70 ","$1,849.95 ","$1,840.31 "
4/10/19,"$1,847.33 ",2951939,"$1,841 ","$1,848 ","$1,828.81 "
4/9/19,"$1,835.84 ",3703283,"$1,845.49 ","$1,853.09 ","$1,831.78 "
4/8/19,"$1,849.86 ",3745428,"$1,833.23 ","$1,850.20 ","$1,825.11 "
4/5/19,"$1,837.28 ",3628458,"$1,829 ","$1,838.58 ","$1,825.19 "
4/4/19,"$1,818.86 ",3614013,"$1,820.65 ","$1,828.75 ","$1,804.20 "
4/3/19,"$1,820.70 ",3923043,"$1,826.72 ","$1,830 ","$1,809.62 "
4/2/19,"$1,813.98 ",3435556,"$1,811.02 ","$1,820 ","$1,805.12 "
4/1/19,"$1,814.19 ",4173480,"$1,800.11 ","$1,815.67 ","$1,798.73 "
3/29/19,"$1,780.75 ",3316831,"$1,786.58 ","$1,792.86 ","$1,776.63 "
3/28/19,"$1,773.42 ",3030860,"$1,770 ","$1,777.93 ","$1,753.47 "
3/27/19,"$1,765.70 ",4316646,"$1,784.13 ","$1,787.50 ","$1,745.68 "
3/26/19,"$1,783.76 ",4848654,"$1,793 ","$1,805.77 ","$1,773.36 "
3/25/19,"$1,774.26 ",5098182,"$1,757.79 ","$1,782.68 ","$1,747.50 "
3/22/19,"$1,764.77 ",6347858,"$1,810.17 ","$1,818.98 ","$1,763.11 "
3/21/19,"$1,819.26 ",5740075,"$1,796.26 ","$1,823.75 ","$1,787.28 "
